 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            215,        De Bruyne,        61366,        Kevin De Bruyne,Man City,Available,        3,        102,        7.5,        7,        39.9,        2996248,        1528103,        76,        6.9,        873,        2,        10,        5,        8,        0,        0,        0,        0,        0,        0,        10,        317,        374.8,        653.8,        291.0,        132.1,    
            216,        Sané,        182156,        Leroy Sané,Man City,Knee injury - Unknown return date,        3,        93,        0.0,        -2,        0.2,        1389,        32966,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            217,        Mahrez,        103025,        Riyad Mahrez,Man City,Available,        3,        84,        5.5,        -1,        3.7,        777287,        754050,        46,        5.8,        457,        2,        5,        3,        1,        0,        0,        0,        0,        0,        0,        6,        170,        218.4,        267.3,        224.0,        71.0,    
            218,        Bernardo Silva,        165809,        Bernardo Mota Veiga de Carvalho e Silva,Man City,Suspended until 30 Nov,        3,        79,        7.1,        -1,        12.4,        675885,        1499498,        56,        5.1,        724,        5,        2,        3,        12,        0,        0,        0,        2,        0,        0,        5,        239,        328.2,        255.4,        461.0,        104.5,    
            219,        David Silva,        20664,        David Silva,Man City,Available,        3,        76,        8.0,        1,        8.5,        1082339,        869391,        61,        5.5,        695,        3,        5,        6,        5,        0,        0,        0,        0,        0,        0,        7,        216,        245.8,        219.1,        376.0,        84.1,    
            220,        Foden,        209244,        Phil Foden,Man City,Available,        3,        52,        0.8,        -3,        0.3,        6987,        35062,        4,        1.0,        31,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        15,        20.0,        40.3,        42.0,        10.2,    
            221,        Fernandinho,        27789,        Fernando Luiz Rosa,Man City,Available,        3,        52,        2.7,        -3,        0.7,        20501,        61828,        14,        1.8,        679,        0,        0,        3,        7,        0,        0,        0,        1,        1,        0,        0,        109,        166.2,        34.5,        57.0,        25.9,    
            222,        Gündogan,        59859,        Ilkay Gündogan,Man City,Available,        3,        52,        4.4,        -3,        1.6,        68039,        155927,        23,        2.1,        775,        1,        0,        2,        13,        0,        0,        0,        3,        0,        0,        1,        156,        156.0,        291.6,        188.0,        63.5,    
            440,        Angeliño,        145235,        José Ángel Esmorís Tasende,Man City,Available,        2,        47,        1.7,        -3,        0.2,        6767,        13158,        8,        2.0,        242,        0,        1,        0,        4,        0,        0,        0,        1,        0,        0,        1,        67,        59.8,        107.2,        26.0,        19.4,    
            443,        Rodrigo,        220566,        Rodrigo Hernandez,Man City,Available,        3,        54,        4.8,        -1,        1.0,        111400,        160631,        26,        2.6,        829,        1,        0,        4,        11,        0,        0,        0,        3,        0,        0,        1,        175,        215.0,        184.6,        71.0,        47.1,    
            518,        Cancelo,        121145,        João Pedro Cavaco Cancelo,Man City,Available,        2,        53,        3.2,        -2,        1.4,        108779,        123468,        17,        3.4,        307,        0,        0,        2,        2,        0,        0,        0,        1,        0,        0,        3,        94,        78.2,        94.1,        55.0,        22.7,    
            544,        Garcia,        432656,        Eric Garcia,Man City,Available,        2,        45,        0.2,        0,        0.0,        931,        631,        1,        1.0,        27,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        9.6,        0.6,        0.0,        1.0,    
            562,        Carson,        17601,        Scott Carson,Man City,Available,        1,        40,        0.0,        0,        0.0,        479,        35,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            122,        Wan-Bissaka,        214590,        Aaron Wan-Bissaka,Man Utd,Available,        2,        54,        4.6,        -1,        16.7,        585385,        1667863,        25,        2.5,        890,        0,        0,        2,        10,        0,        0,        0,        3,        0,        0,        2,        165,        218.8,        108.1,        29.0,        35.6,    
            160,        Maguire,        95658,        Harry Maguire,Man Utd,Available,        2,        53,        5.4,        -2,        12.3,        377809,        778385,        29,        2.4,        1080,        0,        0,        2,        12,        0,        0,        0,        1,        0,        0,        0,        177,        218.8,        100.7,        161.0,        48.3,    
            223,        Smalling,        55909,        Chris Smalling,Man Utd,Joined AS Roma on loan until the end of the season on 30/8. - Expected back 01 Jul,        2,        53,        0.0,        -2,        0.1,        1585,        15814,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            224,        Young,        18892,        Ashley Young,Man Utd,Available,        2,        54,        2.8,        -1,        0.3,        15659,        29346,        15,        1.7,        771,        0,        0,        1,        9,        0,        0,        0,        5,        0,        0,        0,        118,        113.2,        302.9,        18.0,        43.5,    
            225,        Lindelöf,        184667,        Victor Lindelöf,Man Utd,Available,        2,        53,        5.2,        -2,        1.1,        44519,        71207,        28,        2.5,        990,        0,        0,        2,        11,        0,        0,        0,        2,        0,        0,        2,        168,        169.8,        29.1,        4.0,        20.3,    
            226,        Shaw,        106760,        Luke Shaw,Man Utd,Hamstring injury - 50% chance of playing,        2,        54,        1.7,        -1,        0.6,        27968,        122311,        9,        3.0,        213,        0,        0,        1,        2,        0,        0,        0,        0,        0,        0,        0,        50,        34.0,        58.4,        10.0,        10.2,    
            227,        Rojo,        58893,        Marcos Rojo,Man Utd,Available,        2,        48,        0.6,        -2,        0.2,        4648,        8910,        3,        1.0,        121,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        9,        20.2,        1.9,        6.0,        2.8,    
            228,        Bailly,        197365,        Eric Bailly,Man Utd,Knee injury - Expected back 26 Dec,        2,        49,        0.0,        -1,        0.0,        751,        2458,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            229,        Dalot,        216051,        José Diogo Dalot Teixeira,Man Utd,Groin Injury - Unknown return date,        2,        49,        0.2,        -1,        0.1,        1255,        10094,        1,        1.0,        59,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        8.0,        2.5,        0.0,        1.1,    
            230,        Darmian,        40002,        Matteo Darmian,Man Utd,Joined Parma on a permanent deal on 2/9,        2,        49,        0.0,        -1,        0.0,        477,        4575,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            231,        Jones,        76359,        Phil Jones,Man Utd,Available,        2,        48,        0.0,        -2,        0.1,        2779,        10715,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            232,        Lukaku,        66749,        Romelu Lukaku,Man Utd,Joined Inter Milan on a permanent deal on 8/8,        4,        85,        0.0,        0,        0.3,        1246,        29690,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            233,        Rashford,        176297,        Marcus Rashford,Man Utd,Available,        4,        86,        7.4,        1,        14.0,        1208227,        1566812,        63,        5.2,        1036,        6,        3,        3,        10,        0,        0,        2,        2,        0,        0,        12,        239,        325.0,        240.2,        501.0,        106.7,    
            234,        Greenwood,        220688,        Mason Greenwood,Man Utd,Available,        4,        43,        2.1,        -2,        10.6,        687328,        1028782,        9,        1.0,        113,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        21,        13.0,        10.4,        73.0,        9.2,    
            235,        de Gea,        51940,        David de Gea,Man Utd,Available,        1,        55,        7.6,        0,        14.5,        781033,        798637,        42,        3.5,        1080,        0,        0,        2,        12,        0,        0,        0,        0,        0,        33,        5,        187,        254.2,        0.0,        0.0,        25.4,    
            236,        Romero,        42899,        Sergio Romero,Man Utd,Available,        1,        48,        0.0,        -2,        0.2,        4280,        9567,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            237,        Grant,        6744,        Lee Grant,Man Utd,Available,        1,        48,        0.0,        -2,        0.1,        503,        3831,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            238,        Pogba,        74208,        Paul Pogba,Man Utd,Ankle injury - Expected back 01 Dec,        3,        84,        1.8,        -1,        3.2,        274315,        623178,        15,        3.0,        450,        0,        2,        1,        5,        0,        0,        1,        0,        0,        0,        0,        67,        98.6,        168.0,        67.0,        33.4,    
            239,        Martial,        148225,        Anthony Martial,Man Utd,Available,        3,        77,        4.9,        2,        8.9,        1343953,        1199974,        38,        5.4,        530,        3,        3,        2,        6,        0,        0,        1,        1,        0,        0,        2,        92,        190.6,        99.7,        298.0,        59.0,    
            240,        Sánchez,        37265,        Alexis Sánchez,Man Utd,Joined Inter on loan until the end of the season on 29/8. - Expected back 01 Jul,        3,        68,        0.0,        -2,        0.4,        1097,        42385,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            241,        Lingard,        109322,        Jesse Lingard,Man Utd,Available,        3,        63,        1.7,        -2,        0.8,        48453,        107115,        11,        1.2,        396,        0,        0,        1,        5,        0,        0,        0,        2,        0,        0,        0,        39,        34.8,        94.1,        58.0,        18.7,    
            242,        Mata,        43670,        Juan Mata,Man Utd,Available,        3,        62,        1.9,        -3,        0.3,        11885,        28997,        12,        1.7,        299,        0,        0,        2,        3,        0,        0,        0,        1,        0,        0,        0,        42,        25.8,        66.7,        52.0,        14.3,    
            243,        James,        200617,        Daniel James,Man Utd,Available,        3,        62,        7.3,        2,        12.6,        1397721,        783031,        45,        3.8,        982,        3,        2,        2,        11,        0,        0,        0,        3,        0,        0,        2,        148,        216.4,        184.3,        266.0,        66.4,    
            244,        Fred,        101582,        Frederico Rodrigues de Paula Santos,Man Utd,Available,        3,        53,        2.1,        -2,        0.2,        5725,        10370,        11,        1.4,        508,        0,        0,        0,        6,        0,        0,        0,        2,        0,        0,        0,        71,        90.6,        103.1,        64.0,        25.7,    
            245,        Gomes,        209041,        Angel Gomes,Man Utd,Knock - Unknown return date,        3,        48,        0.2,        -2,        0.1,        4055,        8939,        1,        1.0,        9,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        3,        0.2,        1.0,        0.0,        0.1,    
            246,        Pereira,        156689,        Andreas Pereira,Man Utd,Available,        3,        50,        6.4,        0,        0.6,        90710,        82082,        32,        2.9,        791,        1,        1,        3,        8,        0,        0,        0,        1,        0,        0,        1,        92,        136.4,        207.2,        206.0,        55.1,    
            247,        Matic,        62398,        Nemanja Matic,Man Utd,Muscle injury - 50% chance of playing,        3,        48,        1.2,        -2,        0.3,        11405,        37580,        6,        2.0,        158,        0,        0,        1,        1,        0,        0,        0,        0,        0,        0,        0,        22,        25.2,        8.1,        32.0,        6.5,    
            248,        McTominay,        195851,        Scott McTominay,Man Utd,Ankle injury - 75% chance of playing,        3,        51,        9.2,        1,        3.7,        333181,        143458,        47,        3.9,        1065,        2,        2,        2,        11,        0,        0,        0,        1,        0,        0,        6,        181,        261.0,        137.9,        223.0,        62.2,    
            249,        Chong,        222677,        Tahith Chong,Man Utd,Available,        3,        44,        0.5,        -1,        0.6,        53764,        43801,        2,        1.0,        24,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        1.4,        0.5,        0.0,        0.2,    
            250,        Garner,        232928,        James Garner,Man Utd,Available,        3,        44,        0.2,        -1,        0.2,        19676,        17338,        1,        1.0,        8,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        3,        2.2,        2.8,        0.0,        0.5,    
            481,        Tuanzebe,        180804,        Axel Tuanzebe,Man Utd,Hip injury - 50% chance of playing,        2,        44,        1.1,        -1,        0.1,        6710,        9701,        5,        1.7,        181,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        25,        16.4,        5.7,        0.0,        2.2,    
            549,        Williams,        232937,        Brandon Williams,Man Utd,Available,        2,        40,        0.8,        0,        0.8,        55605,        11183,        3,        1.0,        100,        0,        0,        0,        1,        0,        0,        0,        1,        0,        0,        0,        13,        17.4,        24.3,        19.0,        6.1,    
            251,        Ritchie,        56983,        Matt Ritchie,Newcastle,Ankle injury - Unknown return date,        2,        53,        1.5,        -2,        0.2,        7659,        34009,        8,        2.7,        270,        0,        0,        1,        4,        0,        0,        0,        1,        0,        0,        0,        49,        48.6,        98.0,        12.0,        15.8,    
            252,        Schär,        119471,        Fabian Schär,Newcastle,Knee injury - Expected back 25 Nov,        2,        50,        6.4,        0,        1.6,        130540,        152656,        32,        3.6,        793,        1,        0,        3,        14,        0,        0,        0,        2,        0,        0,        2,        144,        236.4,        9.9,        78.0,        32.4,    
            253,        Yedlin,        151119,        DeAndre Yedlin,Newcastle,Available,        2,        44,        4.3,        -1,        0.1,        6344,        3072,        19,        3.2,        466,        1,        0,        1,        6,        0,        0,        0,        1,        0,        0,        0,        70,        90.2,        32.6,        39.0,        16.3,    
            254,        Fernández,        57145,        Federico Fernández,Newcastle,Available,        2,        44,        4.8,        -1,        0.2,        6562,        7036,        21,        3.5,        293,        1,        2,        0,        4,        0,        0,        0,        2,        0,        0,        3,        77,        151.6,        19.9,        44.0,        21.5,    
            255,        Dummett,        106618,        Paul Dummett,Newcastle,Available,        2,        44,        5.2,        -1,        0.3,        18902,        19587,        23,        2.6,        703,        0,        0,        3,        14,        1,        0,        0,        2,        0,        0,        2,        134,        144.0,        21.8,        42.0,        20.6,    
            256,        Manquillo,        109528,        Javier Manquillo,Newcastle,Available,        2,        43,        2.3,        -2,        0.1,        3391,        7432,        10,        2.5,        215,        0,        0,        1,        2,        0,        0,        0,        1,        0,        0,        1,        47,        34.8,        13.6,        6.0,        5.5,    
            257,        Lejeune,        77359,        Florian Lejeune,Newcastle,Lack of match fitness - 50% chance of playing,        2,        44,        0.0,        -1,        0.0,        178,        260,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            258,        Lascelles,        101148,        Jamaal Lascelles,Newcastle,Knee injury - Unknown return date,        2,        44,        8.6,        -1,        5.3,        150891,        261118,        38,        3.2,        1000,        1,        0,        3,        18,        0,        0,        0,        1,        0,        0,        3,        180,        218.2,        13.2,        65.0,        29.7,    
            259,        Clark,        58845,        Ciaran Clark,Newcastle,Available,        2,        43,        5.8,        -2,        0.3,        14384,        8040,        25,        5.0,        450,        2,        0,        1,        5,        0,        0,        0,        2,        0,        0,        2,        91,        161.8,        12.4,        87.0,        26.2,    
            260,        Muto,        196118,        Yoshinori Muto,Newcastle,Available,        4,        52,        1.0,        -3,        0.1,        5454,        10946,        5,        1.0,        101,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        9,        2.0,        3.3,        12.0,        1.5,    
            261,        Joselu,        61316,        Jose Luis Mato Sanmartín,Newcastle,Joined Alaves on a permanent deal on 15/7,        4,        50,        0.0,        0,        0.0,        970,        3494,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            262,        Dubravka,        67089,        Martin Dubravka,Newcastle,Available,        1,        50,        8.0,        0,        1.0,        38708,        42160,        40,        3.3,        1080,        0,        0,        3,        18,        0,        0,        0,        0,        0,        38,        1,        208,        283.4,        0.0,        0.0,        28.5,    
            263,        Darlow,        59735,        Karl Darlow,Newcastle,Available,        1,        44,        0.0,        -1,        0.1,        1322,        4737,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            264,        Woodman,        155503,        Frederick Woodman,Newcastle,Joined Swansea City on loan until the end of the season on 1/8. - Expected back 01 Jul,        1,        40,        0.0,        0,        0.9,        16129,        28233,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            266,        Almirón,        179018,        Miguel Almirón,Newcastle,Available,        3,        58,        4.5,        -2,        0.4,        23404,        50846,        26,        2.2,        999,        0,        0,        4,        15,        0,        0,        0,        2,        0,        0,        0,        70,        84.8,        106.1,        260.0,        44.7,    
            267,        Atsu,        104953,        Christian Atsu,Newcastle,Available,        3,        54,        4.1,        -1,        0.2,        20750,        22196,        22,        2.2,        453,        0,        2,        2,        10,        0,        0,        0,        1,        0,        0,        0,        75,        92.0,        148.3,        33.0,        27.4,    
            268,        Ki Sung-yueng,        76542,        Sung-yueng Ki,Newcastle,Available,        3,        48,        0.8,        -2,        0.1,        1006,        3936,        4,        1.3,        135,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        18,        17.8,        39.8,        0.0,        5.8,    
            269,        Shelvey,        50232,        Jonjo Shelvey,Newcastle,Available,        3,        50,        5.2,        0,        0.3,        27308,        32118,        26,        3.7,        490,        2,        0,        1,        9,        0,        0,        0,        0,        0,        0,        3,        105,        135.0,        140.8,        82.0,        35.8,    
            270,        Longstaff,        180135,        Sean Longstaff,Newcastle,Suspended until 30 Nov,        3,        50,        3.2,        0,        0.3,        15836,        45296,        16,        2.0,        613,        0,        1,        2,        10,        0,        0,        0,        1,        1,        0,        0,        73,        106.2,        150.7,        42.0,        29.9,    
            271,        Hayden,        153127,        Isaac Hayden,Newcastle,Available,        3,        44,        5.0,        -1,        4.1,        239260,        415888,        22,        2.4,        762,        0,        2,        2,        16,        0,        0,        0,        2,        1,        0,        2,        109,        144.4,        80.9,        54.0,        28.0,    
            466,        Joelinton,        180974,        Joelinton Cássio Apolinário de Lira,Newcastle,Available,        4,        57,        5.4,        -3,        1.1,        114911,        197646,        31,        2.6,        966,        1,        1,        2,        14,        0,        0,        0,        2,        0,        0,        3,        91,        113.8,        160.4,        232.0,        50.6,    
            482,        Colback,        58771,        Jack Colback,Newcastle,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,        3,        44,        0.0,        -1,        0.2,        23103,        19802,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            483,        Murphy,        114243,        Jacob Murphy,Newcastle,Joined Sheffield Wednesday on loan until the end of the season on 8/8. - Expected back 01 Jul,        3,        48,        0.0,        -2,        0.0,        166,        1239,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            498,        Willems,        92159,        Jetro Willems,Newcastle,Available,        2,        46,        9.1,        1,        1.9,        143595,        32245,        42,        4.7,        743,        1,        2,        2,        9,        0,        0,        0,        0,        0,        0,        6,        172,        196.8,        119.2,        148.0,        46.5,    
            499,        Aarons,        155513,        Rolando Aarons,Newcastle,Joined Wycombe Wanderers on loan until January on 2/9. - Expected back 01 Feb,        3,        49,        0.0,        -1,        0.0,        1322,        3969,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            500,        Saint-Maximin,        170137,        Allan Saint-Maximin,Newcastle,Available,        3,        54,        3.1,        -1,        0.5,        32682,        42539,        17,        2.1,        476,        0,        1,        1,        4,        0,        0,        0,        0,        0,        0,        0,        59,        73.4,        135.9,        169.0,        37.7,    
            519,        Krafth,        111773,        Emil Krafth,Newcastle,Available,        2,        44,        2.5,        -1,        0.1,        4031,        5293,        11,        1.8,        414,        0,        0,        1,        11,        0,        0,        0,        0,        0,        0,        0,        66,        52.4,        9.3,        30.0,        9.2,    
            520,        Carroll,        40142,        Andy Carroll,Newcastle,Available,        4,        54,        1.1,        -1,        0.1,        6086,        12166,        6,        1.0,        97,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        17,        17.0,        15.1,        12.0,        4.5,    
            540,        Matthew Longstaff,        223175,        Matthew Longstaff,Newcastle,Available,        3,        45,        3.1,        0,        0.4,        38328,        12333,        14,        4.7,        269,        1,        0,        1,        2,        0,        0,        0,        0,        0,        0,        2,        47,        44.0,        27.6,        10.0,        8.1,    
            554,        Gayle,        104547,        Dwight Gayle,Newcastle,Available,        4,        50,        0.4,        0,        0.0,        2520,        1239,        2,        1.0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0.0,        0.1,        0.0,        0.0,    
            272,        Klose,        84384,        Timm Klose,Norwich City,Knee injury - Unknown return date,        2,        44,        0.0,        -1,        0.0,        535,        5234,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            273,        Godfrey,        198826,        Ben Godfrey,Norwich City,Available,        2,        45,        2.2,        0,        0.2,        10905,        15722,        10,        0.8,        1039,        0,        0,        0,        28,        0,        0,        0,        1,        0,        0,        0,        191,        260.4,        10.7,        16.0,        28.8,    
            274,        Aarons,        232980,        Maximillian Aarons,Norwich City,Available,        2,        44,        2.5,        -1,        1.2,        32154,        133230,        11,        1.1,        900,        0,        0,        1,        24,        0,        0,        0,        3,        0,        0,        0,        111,        110.4,        87.8,        86.0,        28.3,    
            275,        Zimmermann,        192303,        Christoph Zimmermann,Norwich City,Foot injury - 50% chance of playing,        2,        44,        0.2,        -1,        0.0,        296,        1164,        1,        1.0,        35,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        3,        6.6,        0.0,        2.0,        0.9,    
            276,        Lewis,        194799,        Jamal Lewis,Norwich City,Available,        2,        45,        4.2,        0,        0.3,        28981,        26642,        19,        1.6,        1044,        0,        0,        2,        26,        0,        0,        0,        1,        0,        0,        0,        172,        187.0,        129.6,        49.0,        36.5,    
            277,        Hanley,        83428,        Grant Hanley,Norwich City,Groin Injury - 50% chance of playing,        2,        40,        0.2,        0,        2.5,        213785,        216390,        1,        0.3,        270,        0,        0,        0,        8,        1,        0,        0,        0,        0,        0,        0,        33,        55.8,        0.4,        21.0,        7.8,    
            278,        Pukki,        57127,        Teemu Pukki,Norwich City,Available,        4,        67,        9.1,        2,        20.7,        3284280,        2407071,        61,        5.1,        1065,        6,        2,        1,        28,        0,        0,        0,        2,        0,        0,        9,        227,        296.8,        191.0,        529.0,        101.4,    
            279,        Srbeny,        179587,        Dennis Srbeny,Norwich City,Available,        4,        52,        1.0,        -3,        0.0,        3536,        6207,        5,        1.0,        27,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        21,        11.2,        0.8,        2.0,        1.4,    
            280,        Krul,        20480,        Tim Krul,Norwich City,Available,        1,        45,        8.2,        0,        1.5,        75978,        66919,        37,        3.7,        900,        0,        0,        1,        21,        0,        2,        0,        0,        0,        39,        3,        212,        363.8,        0.0,        0.0,        36.4,    
            281,        McGovern,        18499,        Michael McGovern,Norwich City,Available,        1,        40,        2.8,        0,        6.9,        255841,        119464,        11,        5.5,        158,        0,        0,        0,        6,        0,        1,        0,        0,        0,        7,        2,        46,        65.0,        0.0,        0.0,        6.5,    
            282,        Vrancic,        37614,        Mario Vrancic,Norwich City,Available,        3,        62,        0.3,        -3,        0.1,        2300,        12282,        2,        0.7,        24,        0,        0,        0,        1,        0,        0,        0,        1,        0,        0,        0,        8,        6.0,        22.8,        28.0,        5.7,    
            283,        Buendía,        195546,        Emiliano Buendía,Norwich City,Available,        3,        60,        6.5,        0,        1.1,        179884,        153724,        39,        3.2,        1043,        0,        4,        1,        27,        0,        0,        0,        1,        0,        0,        3,        174,        271.0,        423.2,        191.0,        88.7,    
            284,        Hernández,        89470,        Onel Hernández,Norwich City,Available,        3,        53,        2.3,        -2,        0.1,        2546,        12154,        12,        2.4,        254,        1,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        32,        58.2,        31.8,        117.0,        20.5,    
            285,        Stiepermann,        71738,        Marco Stiepermann,Norwich City,Available,        3,        53,        3.4,        -2,        0.1,        5583,        9784,        18,        1.6,        778,        0,        0,        1,        22,        0,        0,        0,        3,        0,        0,        0,        67,        73.8,        134.5,        208.0,        41.6,    
            286,        McLean,        78607,        Kenny McLean,Norwich City,Available,        3,        49,        4.9,        -1,        0.2,        9318,        11910,        24,        2.2,        831,        1,        0,        1,        22,        0,        0,        0,        2,        0,        0,        0,        139,        180.2,        97.2,        89.0,        36.5,    
            287,        Cantwell,        193111,        Todd Cantwell,Norwich City,Available,        3,        47,        8.3,        2,        17.5,        2200846,        1139339,        39,        3.2,        844,        2,        2,        1,        22,        0,        0,        0,        1,        0,        0,        2,        127,        191.8,        206.2,        273.0,        66.5,    
            288,        Leitner,        87396,        Moritz Leitner,Norwich City,Available,        3,        45,        3.6,        0,        0.2,        15244,        20991,        16,        1.8,        683,        0,        0,        1,        16,        0,        0,        0,        1,        0,        0,        0,        102,        106.8,        127.7,        53.0,        28.8,    
            289,        Tettey,        18665,        Alexander Tettey,Norwich City,Available,        3,        45,        2.9,        0,        0.2,        10069,        11983,        13,        1.9,        458,        0,        0,        1,        10,        0,        0,        0,        0,        0,        0,        0,        76,        80.6,        7.1,        6.0,        9.4,    
            290,        Trybull,        90440,        Tom Trybull,Norwich City,Available,        3,        45,        3.1,        0,        0.7,        43996,        63197,        14,        2.0,        538,        0,        0,        1,        12,        0,        0,        0,        0,        0,        0,        0,        92,        96.2,        22.3,        49.0,        16.8,    
            434,        Drmic,        81048,        Josip Drmic,Norwich City,Hamstring injury - 75% chance of playing,        4,        54,        2.2,        -1,        0.1,        4624,        12478,        12,        1.5,        115,        1,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        35,        33.4,        7.7,        42.0,        8.1,    
            435,        Roberts,        124165,        Patrick Roberts,Norwich City,Available,        3,        52,        0.6,        -3,        0.1,        1264,        6494,        3,        1.0,        24,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        12,        4.4,        0.6,        0.0,        0.5,    
            449,        Fahrmann,        28082,        Ralf Fahrmann,Norwich City,Available,        1,        44,        0.2,        -1,        0.3,        3955,        22360,        1,        1.0,        21,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1,        0,        6,        4.0,        0.0,        0.0,        0.4,    
            454,        Byram,        113564,        Sam Byram,Norwich City,Available,        2,        44,        0.7,        -1,        0.1,        4238,        7301,        3,        0.8,        205,        0,        0,        0,        6,        0,        0,        0,        1,        0,        0,        0,        28,        72.2,        9.0,        26.0,        10.7,    
            484,        Heise,        101061,        Philip Heise,Norwich City,Available,        2,        40,        0.0,        0,        0.7,        28127,        31556,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            507,        Amadou,        128348,        Ibrahim Amadou,Norwich City,Available,        3,        45,        2.9,        0,        0.1,        9412,        6845,        13,        1.9,        594,        0,        0,        1,        15,        0,        0,        0,        1,        0,        0,        0,        94,        134.2,        2.0,        16.0,        15.2,    
            538,        Idah,        432735,        Adam Idah,Norwich City,Available,        4,        45,        0.0,        0,        0.1,        9589,        5640,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            551,        Mair,        233849,        Archie Mair,Norwich City,Available,        1,        40,        0.0,        0,        0.0,        2033,        519,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            552,        Famewo,        232667,        Akin Famewo,Norwich City,Available,        2,        40,        0.0,        0,        0.1,        2479,        1049,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
