 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            99,        Defour,        39847,        Steven Defour,Burnley,Contract terminated by mutual consent on 31/8,        3,        55,        0.0,        0,        0.0,        161,        286,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            100,        Hendrick,        83314,        Jeff Hendrick,Burnley,Available,        3,        54,        5.6,        -1,        0.1,        9785,        8351,        30,        3.3,        658,        2,        0,        3,        12,        0,        0,        0,        3,        0,        0,        4,        85,        108.0,        43.4,        169.0,        32.1,    
            101,        Westwood,        60551,        Ashley Westwood,Burnley,Available,        3,        54,        6.5,        -1,        0.5,        21386,        44182,        35,        2.9,        1080,        0,        3,        4,        18,        0,        0,        0,        4,        0,        0,        2,        173,        184.0,        292.1,        47.0,        52.3,    
            102,        Cork,        40145,        Jack Cork,Burnley,Available,        3,        50,        4.4,        0,        0.2,        9843,        18141,        22,        2.2,        842,        0,        0,        3,        15,        0,        0,        0,        0,        0,        0,        0,        120,        100.0,        96.9,        115.0,        31.2,    
            120,        Drinkwater,        61603,        Daniel Drinkwater,Burnley,Lack of match fitness - Unknown return date,        3,        44,        0.0,        -1,        0.7,        16019,        122590,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            430,        Lennon,        17349,        Aaron Lennon,Burnley,Available,        3,        47,        1.5,        -3,        0.1,        3436,        8143,        7,        0.9,        238,        0,        0,        0,        6,        0,        0,        0,        2,        0,        0,        0,        21,        15.6,        9.2,        8.0,        3.4,    
            447,        Pieters,        39487,        Erik Pieters,Burnley,Available,        2,        47,        7.2,        2,        9.9,        979101,        473497,        34,        3.1,        909,        0,        3,        2,        18,        0,        0,        0,        1,        0,        0,        5,        181,        207.4,        131.8,        11.0,        34.9,    
            451,        Rodriguez,        44683,        Jay Rodriguez,Burnley,Available,        4,        57,        3.9,        -3,        0.3,        12455,        27260,        22,        1.8,        419,        2,        0,        0,        13,        0,        0,        0,        1,        0,        0,        0,        69,        88.8,        21.3,        120.0,        22.6,    
            495,        Peacock-Farrell,        220037,        Bailey Peacock-Farrell,Burnley,Available,        1,        44,        0.0,        -1,        0.1,        950,        2533,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            103,        Alonso,        82263,        Marcos Alonso,Chelsea,Available,        2,        62,        5.7,        -3,        3.8,        229601,        311154,        36,        5.1,        498,        1,        2,        3,        4,        0,        0,        0,        3,        0,        0,        3,        147,        155.0,        129.9,        94.0,        37.8,    
            104,        Rüdiger,        102380,        Antonio Rüdiger,Chelsea,Groin Injury - Expected back 04 Dec,        2,        60,        0.2,        0,        0.1,        3308,        7620,        1,        1.0,        45,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        6.6,        0.9,        49.0,        5.7,    
            105,        Azpilicueta,        41328,        César Azpilicueta,Chelsea,Available,        2,        59,        5.1,        -1,        5.9,        157138,        307894,        30,        2.7,        990,        0,        2,        2,        17,        0,        0,        0,        0,        0,        0,        1,        192,        234.8,        209.1,        61.0,        50.6,    
            107,        Emerson,        109533,        Emerson Palmieri dos Santos,Chelsea,Available,        2,        55,        2.2,        0,        0.9,        161775,        202388,        12,        1.7,        554,        0,        0,        1,        11,        0,        0,        0,        1,        0,        0,        0,        111,        123.0,        138.6,        81.0,        34.3,    
            108,        Christensen,        135363,        Andreas Christensen,Chelsea,Available,        2,        49,        1.6,        -1,        0.6,        56871,        92764,        8,        1.3,        491,        0,        0,        1,        11,        0,        0,        0,        2,        0,        0,        0,        88,        110.4,        17.1,        19.0,        14.7,    
            109,        Zappacosta,        105700,        Davide Zappacosta,Chelsea,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,        2,        43,        0.0,        -2,        0.2,        3005,        26369,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            110,        Giroud,        44346,        Olivier Giroud,Chelsea,Available,        4,        66,        0.8,        -4,        1.1,        55916,        163795,        5,        1.2,        120,        0,        0,        1,        4,        0,        0,        0,        0,        0,        0,        0,        15,        12.4,        51.7,        25.0,        8.8,    
            111,        Kepa,        109745,        Kepa Arrizabalaga,Chelsea,Available,        1,        55,        5.8,        0,        6.0,        264367,        245839,        32,        2.7,        1080,        0,        0,        3,        17,        0,        0,        0,        0,        0,        20,        0,        191,        184.6,        0.0,        0.0,        18.5,    
            112,        Caballero,        20310,        Willy Caballero,Chelsea,Available,        1,        48,        0.0,        -2,        0.2,        2662,        9538,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            113,        Willian,        47431,        Willian Borges Da Silva,Chelsea,Available,        3,        71,        6.9,        1,        3.0,        221682,        101726,        49,        4.5,        756,        2,        3,        4,        7,        0,        0,        0,        2,        0,        0,        9,        189,        225.6,        266.6,        258.0,        75.0,    
            114,        Pedro,        49579,        Pedro Rodríguez Ledesma,Chelsea,Available,        3,        68,        1.0,        -2,        1.3,        121270,        256391,        7,        2.3,        242,        0,        0,        1,        5,        0,        0,        0,        0,        0,        0,        0,        28,        48.4,        95.7,        114.0,        25.8,    
            115,        Loftus-Cheek,        126187,        Ruben Loftus-Cheek,Chelsea,Achilles injury - Unknown return date,        3,        64,        0.0,        -1,        0.1,        735,        4875,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            116,        Hudson-Odoi,        209046,        Callum Hudson-Odoi,Chelsea,Available,        3,        58,        3.4,        -2,        1.9,        273822,        156979,        20,        3.3,        231,        0,        3,        1,        3,        0,        0,        0,        1,        0,        0,        3,        67,        85.0,        138.1,        99.0,        32.1,    
            117,        Barkley,        88894,        Ross Barkley,Chelsea,Ankle injury - Unknown return date,        3,        56,        1.6,        -4,        1.4,        70365,        442043,        9,        1.5,        335,        0,        0,        1,        5,        0,        0,        0,        0,        0,        0,        0,        38,        63.8,        125.9,        157.0,        34.7,    
            118,        Jorginho,        85955,        Jorge Luiz Frello Filho,Chelsea,Available,        3,        51,        7.5,        1,        4.2,        383942,        374389,        38,        3.5,        952,        1,        3,        2,        16,        0,        0,        0,        5,        0,        0,        5,        221,        238.0,        208.3,        42.0,        49.1,    
            119,        Kanté,        116594,        N'Golo Kanté,Chelsea,Available,        3,        50,        4.0,        0,        4.1,        255328,        487196,        20,        4.0,        377,        2,        0,        1,        5,        0,        0,        0,        1,        0,        0,        1,        70,        124.0,        61.6,        38.0,        22.3,    
            121,        Ampadu,        199598,        Ethan Ampadu,Chelsea,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,        3,        44,        0.0,        -1,        0.0,        841,        1673,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            431,        Pulisic,        176413,        Christian Pulisic,Chelsea,Hip injury - 75% chance of playing,        3,        74,        7.4,        -1,        12.1,        890114,        664758,        55,        6.1,        562,        5,        3,        1,        11,        0,        0,        0,        0,        0,        0,        5,        192,        279.2,        172.8,        399.0,        85.1,    
            432,        Kovacic,        91651,        Mateo Kovacic,Chelsea,Available,        3,        53,        4.2,        -2,        0.9,        64910,        89756,        22,        1.8,        789,        0,        1,        1,        13,        0,        0,        0,        2,        0,        0,        0,        184,        169.0,        151.4,        72.0,        39.2,    
            459,        Zouma,        103192,        Kurt Zouma,Chelsea,Available,        2,        47,        4.3,        -3,        1.7,        71873,        173422,        20,        1.8,        903,        0,        0,        2,        15,        1,        0,        0,        1,        0,        0,        1,        146,        188.0,        9.5,        56.0,        24.9,    
            460,        Abraham,        173879,        Tammy Abraham,Chelsea,Available,        4,        80,        10.3,        10,        50.6,        3708565,        546610,        81,        6.8,        887,        10,        2,        4,        11,        1,        0,        0,        2,        0,        0,        16,        277,        401.8,        142.9,        501.0,        104.5,    
            461,        Batshuayi,        94245,        Michy Batshuayi,Chelsea,Available,        4,        66,        2.7,        -4,        0.5,        18507,        51042,        18,        2.6,        64,        1,        2,        0,        2,        0,        0,        0,        0,        0,        0,        1,        46,        49.8,        13.5,        140.0,        19.9,    
            462,        Kenedy,        167767,        Robert Kenedy Nunes do Nascimento,Chelsea,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,        3,        53,        0.0,        -2,        0.0,        757,        4243,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            463,        Mount,        184341,        Mason Mount,Chelsea,Available,        3,        68,        8.5,        8,        33.0,        3210393,        1145473,        58,        4.8,        1038,        4,        2,        3,        17,        0,        0,        0,        1,        0,        0,        6,        199,        272.6,        327.0,        375.0,        97.6,    
            506,        James,        225796,        Reece James,Chelsea,Available,        2,        50,        1.6,        0,        0.2,        11582,        7879,        8,        2.0,        119,        0,        0,        1,        2,        0,        0,        0,        0,        0,        0,        0,        36,        24.8,        4.8,        8.0,        3.8,    
            529,        Tomori,        194794,        Fikayo Tomori,Chelsea,Available,        2,        48,        7.5,        3,        8.0,        627789,        93842,        36,        4.0,        810,        1,        0,        3,        10,        0,        0,        0,        2,        0,        0,        6,        185,        234.0,        55.8,        35.0,        32.7,    
            533,        Gilmour,        243568,        Billy Gilmour,Chelsea,Available,        3,        45,        0.4,        0,        0.0,        2019,        1407,        2,        1.0,        9,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        5,        2.8,        12.6,        0.0,        1.5,    
            545,        Guehi,        209036,        Addji Keaninkin Marc-Israel Guehi,Chelsea,Available,        2,        40,        0.0,        0,        0.1,        3914,        1971,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            123,        van Aanholt,        74230,        Patrick van Aanholt,Crystal Palace,Available,        2,        56,        7.7,        1,        10.9,        707425,        457329,        43,        3.6,        1080,        2,        0,        3,        16,        1,        0,        0,        0,        0,        0,        3,        194,        222.2,        138.8,        117.0,        47.7,    
            124,        Tomkins,        49413,        James Tomkins,Crystal Palace,Available,        2,        50,        0.6,        0,        0.0,        1642,        1413,        3,        0.8,        352,        0,        0,        0,        8,        0,        0,        0,        1,        0,        0,        0,        39,        56.4,        0.6,        8.0,        6.5,    
            125,        Sakho,        40784,        Mamadou Sakho,Crystal Palace,Available,        2,        50,        0.6,        0,        0.1,        2917,        6184,        3,        1.0,        191,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        30,        29.4,        10.8,        4.0,        4.5,    
            126,        Ward,        55494,        Joel Ward,Crystal Palace,Groin Injury - 75% chance of playing,        2,        46,        7.8,        1,        2.9,        269207,        129228,        36,        3.0,        1033,        0,        1,        3,        14,        0,        0,        0,        2,        0,        0,        5,        185,        206.6,        60.7,        30.0,        29.8,    
            127,        Dann,        19188,        Scott Dann,Crystal Palace,Available,        2,        43,        2.1,        -2,        0.2,        8355,        15665,        9,        3.0,        187,        0,        0,        1,        1,        0,        0,        0,        0,        0,        0,        0,        40,        37.4,        0.4,        69.0,        10.7,    
            128,        Kelly,        58786,        Martin Kelly,Crystal Palace,Available,        2,        41,        7.1,        1,        24.4,        908865,        777919,        29,        4.1,        574,        0,        1,        3,        5,        0,        0,        0,        0,        0,        0,        2,        120,        125.6,        12.5,        8.0,        14.6,    
            129,        Benteke,        54861,        Christian Benteke,Crystal Palace,Available,        4,        57,        1.9,        -3,        0.6,        26671,        66225,        11,        1.1,        267,        0,        0,        1,        4,        0,        0,        0,        1,        0,        0,        0,        42,        58.0,        71.4,        124.0,        25.3,    
            130,        Wickham,        59125,        Connor Wickham,Crystal Palace,Available,        4,        45,        0.4,        0,        2.7,        252585,        420137,        2,        1.0,        15,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0.0,        0.8,        2.0,        0.2,    
            131,        Guaita,        40836,        Vicente Guaita,Crystal Palace,Available,        1,        50,        6.8,        0,        0.6,        47729,        46056,        34,        3.4,        900,        0,        0,        3,        12,        0,        0,        0,        1,        0,        26,        2,        176,        216.6,        0.0,        0.0,        21.6,    
            132,        Hennessey,        20066,        Wayne Hennessey,Crystal Palace,Available,        1,        44,        1.4,        -1,        0.7,        11388,        37995,        6,        3.0,        180,        0,        0,        0,        4,        0,        0,        0,        0,        0,        13,        0,        42,        87.4,        0.0,        0.0,        8.7,    
            133,        Zaha,        82403,        Wilfried Zaha,Crystal Palace,Foot injury - 75% chance of playing,        3,        67,        4.3,        -3,        7.7,        270289,        971792,        29,        2.4,        1015,        0,        2,        2,        16,        0,        0,        0,        2,        0,        0,        0,        83,        156.2,        170.4,        375.0,        70.2,    
            134,        Milivojevic,        66975,        Luka Milivojevic,Crystal Palace,Available,        3,        67,        5.2,        -3,        2.6,        39003,        378651,        35,        3.2,        975,        2,        0,        3,        15,        0,        0,        0,        6,        0,        0,        6,        152,        205.8,        259.5,        83.0,        54.9,    
            135,        Townsend,        60252,        Andros Townsend,Crystal Palace,Available,        3,        56,        3.8,        -4,        1.3,        35972,        185110,        21,        2.1,        503,        1,        0,        1,        10,        0,        0,        0,        0,        0,        0,        0,        101,        118.2,        70.8,        41.0,        23.0,    
            136,        Meyer,        141020,        Max Meyer,Crystal Palace,Available,        3,        52,        1.2,        -3,        0.1,        3763,        9631,        6,        1.5,        171,        0,        0,        1,        2,        0,        0,        0,        1,        0,        0,        0,        16,        18.2,        4.0,        57.0,        7.9,    
            137,        Schlupp,        86417,        Jeffrey Schlupp,Crystal Palace,Available,        3,        55,        4.0,        0,        0.1,        9359,        12368,        22,        2.2,        711,        0,        1,        3,        11,        0,        0,        0,        2,        0,        0,        1,        64,        108.6,        92.6,        184.0,        38.5,    
            138,        McArthur,        50471,        James McArthur,Crystal Palace,Available,        3,        53,        6.2,        -2,        0.7,        18891,        87642,        33,        3.0,        927,        0,        2,        4,        9,        0,        0,        0,        1,        0,        0,        2,        149,        162.8,        140.3,        103.0,        40.7,    
            139,        Kouyaté,        55037,        Cheikhou Kouyaté,Crystal Palace,Available,        3,        49,        5.1,        -1,        0.2,        8969,        11267,        25,        2.5,        830,        0,        1,        3,        13,        0,        0,        0,        1,        0,        0,        0,        83,        67.4,        64.1,        100.0,        22.9,    
            140,        Dreher,        221275,        Luke Dreher,Crystal Palace,Available,        3,        44,        0.0,        -1,        0.1,        4791,        5394,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            157,        McCarthy,        50472,        James McCarthy,Crystal Palace,Available,        3,        44,        1.8,        -1,        0.6,        33665,        40298,        8,        0.9,        160,        0,        0,        0,        4,        0,        0,        0,        2,        0,        0,        0,        29,        28.4,        28.7,        14.0,        7.1,    
            468,        Ayew,        80146,        Jordan Ayew,Crystal Palace,Available,        4,        51,        9.0,        1,        8.2,        867571,        554432,        46,        4.2,        876,        4,        0,        5,        12,        0,        0,        0,        3,        0,        0,        11,        139,        173.8,        96.4,        333.0,        60.1,    
            503,        Cahill,        19419,        Gary Cahill,Crystal Palace,Available,        2,        45,        4.9,        0,        1.7,        68306,        95372,        22,        2.2,        900,        0,        0,        2,        15,        0,        0,        0,        1,        0,        0,        1,        156,        189.4,        25.8,        148.0,        36.6,    
            510,        Camarasa,        175946,        Víctor Camarasa,Crystal Palace,Available,        3,        46,        0.2,        -4,        0.2,        3646,        43657,        1,        1.0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0.2,        0.1,        0.0,        0.0,    
            539,        Riedewald,        173954,        Jairo Riedewald,Crystal Palace,Available,        3,        45,        0.0,        0,        0.0,        693,        434,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            556,        Henderson,        42525,        Stephen Henderson,Crystal Palace,Available,        1,        40,        0.0,        0,        0.1,        9334,        1671,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            17,        Iwobi,        153133,        Alex Iwobi,Everton,Available,        3,        57,        4.3,        -3,        1.3,        123790,        198532,        25,        2.5,        648,        1,        0,        1,        12,        0,        0,        0,        0,        0,        0,        2,        105,        140.0,        160.3,        250.0,        55.0,    
            141,        Digne,        101188,        Lucas Digne,Everton,Available,        2,        59,        6.8,        -1,        17.7,        906319,        1337374,        40,        3.3,        1062,        0,        3,        3,        18,        1,        0,        0,        1,        0,        0,        4,        227,        253.2,        457.6,        137.0,        84.9,    
            142,        Mina,        164511,        Yerry Mina,Everton,Available,        2,        54,        5.6,        -1,        2.6,        355020,        345885,        30,        2.7,        990,        0,        0,        3,        15,        1,        0,        0,        1,        0,        0,        4,        180,        192.4,        7.0,        221.0,        42.1,    
            143,        Keane,        106611,        Michael Keane,Everton,Available,        2,        54,        5.6,        -1,        2.6,        128087,        174018,        30,        2.7,        901,        0,        0,        3,        16,        0,        0,        0,        0,        0,        0,        3,        165,        168.0,        15.9,        46.0,        23.1,    
            144,        Coleman,        59949,        Seamus Coleman,Everton,Available,        2,        54,        3.5,        -1,        1.6,        107159,        226698,        19,        2.4,        665,        0,        1,        2,        12,        0,        0,        0,        2,        1,        0,        2,        124,        115.6,        83.1,        94.0,        29.3,    
            145,        Baines,        12745,        Leighton Baines,Everton,Available,        2,        49,        0.0,        -1,        0.1,        5544,        8460,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            146,        Tosun,        66838,        Cenk Tosun,Everton,Groin Injury - 75% chance of playing,        4,        57,        1.4,        -3,        0.1,        4682,        12446,        8,        2.7,        130,        1,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        34,        37.4,        34.4,        80.0,        15.2,    
            147,        Calvert-Lewin,        177815,        Dominic Calvert-Lewin,Everton,Available,        4,        58,        5.0,        -2,        1.0,        86306,        140507,        29,        2.9,        517,        3,        0,        2,        10,        0,        0,        0,        1,        0,        0,        2,        85,        108.0,        20.4,        201.0,        32.7,    
            148,        Pickford,        111234,        Jordan Pickford,Everton,Available,        1,        55,        6.7,        0,        8.6,        371992,        461528,        37,        3.1,        1080,        0,        0,        3,        18,        0,        0,        0,        0,        0,        28,        2,        204,        222.6,        3.0,        0.0,        22.6,    
            149,        Stekelenburg,        10318,        Maarten Stekelenburg,Everton,Available,        1,        40,        0.0,        0,        8.6,        166682,        142310,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            150,        Richarlison,        212319,        Richarlison de Andrade,Everton,Available,        3,        79,        7.1,        -1,        7.2,        542232,        679421,        56,        4.7,        1027,        3,        3,        3,        17,        0,        0,        0,        1,        0,        0,        6,        177,        263.4,        167.3,        427.0,        85.8,    
            151,        Sigurdsson,        55422,        Gylfi Sigurdsson,Everton,Available,        3,        75,        4.1,        -5,        3.2,        107553,        737397,        31,        2.6,        786,        1,        1,        2,        13,        0,        0,        0,        0,        0,        0,        0,        140,        164.6,        347.9,        229.0,        74.1,    
            152,        Bernard,        100649,        Bernard Anício Caldeira Duarte,Everton,Knee injury - Unknown return date,        3,        64,        4.3,        -1,        0.7,        181522,        196942,        28,        3.5,        447,        2,        0,        3,        4,        0,        0,        0,        2,        0,        0,        5,        83,        119.4,        87.3,        134.0,        33.9,    
            153,        Walcott,        20467,        Theo Walcott,Everton,Available,        3,        62,        2.6,        -3,        0.5,        12819,        44379,        16,        1.8,        369,        0,        1,        1,        5,        0,        0,        0,        1,        0,        0,        0,        39,        57.6,        90.5,        233.0,        38.1,    
            154,        Davies,        173807,        Tom Davies,Everton,Available,        3,        53,        3.4,        -2,        0.2,        5896,        7382,        18,        3.0,        372,        1,        0,        1,        6,        0,        0,        0,        1,        0,        0,        3,        63,        92.6,        16.4,        95.0,        20.5,    
            155,        Lookman,        219352,        Ademola Lookman,Everton,Joined RB Leipzig on a permanent deal on 25/7,        3,        50,        0.0,        0,        0.0,        122,        507,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            156,        Gueye,        80801,        Idrissa Gueye,Everton,Joined PSG on a permanent deal on 30/7,        3,        50,        0.0,        0,        0.0,        291,        1930,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            158,        Schneiderlin,        42774,        Morgan Schneiderlin,Everton,Available,        3,        44,        2.0,        -1,        0.8,        29418,        59460,        9,        1.3,        562,        0,        0,        1,        10,        0,        0,        0,        2,        1,        0,        0,        71,        62.4,        51.4,        5.0,        12.0,    
            205,        Delph,        41823,        Fabian Delph,Everton,Hamstring injury - 50% chance of playing,        2,        54,        1.1,        -1,        0.2,        8771,        23464,        6,        0.9,        558,        0,        0,        0,        14,        0,        0,        0,        2,        0,        0,        0,        79,        88.6,        57.1,        8.0,        15.4,    
            422,        André Gomes,        120250,        André Filipe Tavares Gomes,Everton,Ankle injury - Unknown return date,        3,        53,        2.5,        -2,        0.3,        12355,        65210,        13,        1.6,        584,        0,        0,        2,        8,        0,        0,        0,        3,        0,        0,        0,        71,        55.0,        90.4,        13.0,        15.8,    
            477,        Gibson,        232964,        Lewis Gibson,Everton,Available,        2,        43,        0.0,        -2,        0.2,        3391,        8148,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            478,        Holgate,        194164,        Mason Holgate,Everton,Available,        2,        44,        3.0,        -1,        0.2,        6015,        7556,        13,        2.6,        288,        0,        2,        0,        5,        0,        0,        0,        1,        0,        0,        1,        69,        73.8,        24.4,        11.0,        10.9,    
            479,        Lössl,        57513,        Jonas Lössl,Everton,Available,        1,        43,        0.0,        -2,        0.3,        1837,        23792,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            496,        Kean,        242058,        Moise Kean,Everton,Available,        4,        65,        2.2,        -5,        1.6,        70336,        425142,        14,        1.6,        287,        0,        1,        0,        7,        0,        0,        0,        0,        0,        0,        0,        35,        23.6,        46.5,        121.0,        18.9,    
            497,        Gbamin,        160987,        Jean-Philippe Gbamin,Everton,Thigh injury - Expected back 18 Jan,        3,        48,        0.8,        -2,        0.0,        2635,        6804,        4,        2.0,        135,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        14,        20.0,        6.3,        0.0,        2.6,    
            511,        Sidibé,        102747,        Djibril Sidibé,Everton,Available,        2,        53,        3.0,        -2,        0.2,        9508,        16886,        16,        3.2,        391,        0,        1,        1,        6,        0,        0,        0,        2,        0,        0,        3,        76,        85.0,        56.1,        28.0,        16.9,    
            557,        Baningime,        195855,        Beni Baningime,Everton,Available,        3,        45,        0.0,        0,        0.0,        293,        129,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            561,        Gordon,        232826,        Anthony Gordon,Everton,Available,        4,        45,        0.0,        0,        0.0,        304,        45,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            159,        Pereira,        111931,        Ricardo Domingos Barbosa Pereira,Leicester,Available,        2,        63,        9.7,        3,        14.9,        894260,        293290,        61,        5.1,        1080,        2,        0,        5,        8,        0,        0,        0,        0,        0,        0,        6,        249,        353.6,        181.4,        85.0,        62.0,    
            161,        Chilwell,        172850,        Benjamin Chilwell,Leicester,Available,        2,        57,        9.5,        2,        12.3,        713958,        239794,        54,        5.4,        900,        1,        3,        5,        6,        0,        0,        0,        1,        0,        0,        1,        214,        226.0,        214.0,        76.0,        51.7,    
            162,        Evans,        37642,        Jonny Evans,Leicester,Available,        2,        51,        9.2,        1,        3.0,        212723,        83804,        47,        3.9,        1080,        0,        1,        5,        8,        0,        0,        0,        3,        0,        0,        4,        237,        241.2,        30.4,        101.0,        37.3,    
            163,        Fuchs,        37402,        Christian Fuchs,Leicester,Available,        2,        43,        1.2,        -2,        0.4,        16049,        25119,        5,        1.7,        184,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        21,        33.4,        28.6,        2.0,        6.4,    
            164,        Söyüncü,        218031,        Çaglar Söyüncü,Leicester,Available,        2,        49,        11.5,        4,        13.1,        1025027,        187967,        55,        4.6,        1080,        1,        1,        5,        8,        0,        0,        0,        2,        0,        0,        5,        275,        319.2,        19.5,        62.0,        40.2,    
            165,        Morgan,        15033,        Wes Morgan,Leicester,Available,        2,        42,        0.7,        -3,        0.7,        18199,        67683,        3,        1.0,        28,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        11,        15.0,        0.0,        0.0,        1.5,    
            166,        Vardy,        101668,        Jamie Vardy,Leicester,Available,        4,        96,        9.7,        6,        35.4,        2264918,        566446,        92,        7.7,        1080,        11,        3,        5,        8,        0,        0,        0,        1,        0,        0,        16,        325,        436.0,        101.9,        411.0,        94.5,    
            167,        Iheanacho,        173515,        Kelechi Iheanacho,Leicester,Available,        4,        57,        0.0,        -3,        0.2,        5515,        20215,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            168,        Schmeichel,        17745,        Kasper Schmeichel,Leicester,Available,        1,        52,        10.0,        2,        11.4,        543896,        212486,        52,        4.3,        1080,        0,        0,        5,        8,        0,        0,        0,        0,        0,        32,        1,        233,        269.2,        10.0,        0.0,        27.9,    
            169,        Jakupovic,        11974,        Eldin Jakupovic,Leicester,Available,        1,        44,        0.0,        -1,        0.1,        959,        3866,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            170,        Ward,        95463,        Danny Ward,Leicester,Available,        1,        44,        0.0,        -1,        0.2,        1647,        6527,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            171,        Maddison,        172780,        James Maddison,Leicester,Available,        3,        75,        8.4,        5,        21.4,        1409826,        621002,        62,        5.6,        962,        4,        3,        4,        7,        0,        0,        0,        1,        0,        0,        8,        223,        289.2,        425.0,        294.0,        100.8,    
            172,        Barnes,        201666,        Harvey Barnes,Leicester,Available,        3,        59,        7.3,        -1,        1.2,        93768,        32481,        43,        3.9,        636,        1,        5,        3,        4,        0,        0,        0,        0,        0,        0,        3,        138,        158.6,        181.2,        250.0,        59.2,    
            173,        Ghezzal,        115858,        Rachid Ghezzal,Leicester,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Jul,        3,        52,        0.0,        -3,        0.0,        504,        3628,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
